SPORT;TYPE;COMMUNE;NCOM;CAID_INS;CODE;LIEN_FICHE_DESCRIPTIVE;LIEN_PHOTOS;CATEGORIE;E;N
Football;Terrain de football;COLLONGE-BELLERIVE;6616;;6616.12.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-12.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-12.html;terrain;2505254.42;1121730.24
Badminton;Salle de gymnastique (001);COLLONGE-BELLERIVE;6616;;6616.6.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504361.41;1122599.18
Basketball;Salle de gymnastique (001);COLLONGE-BELLERIVE;6616;;6616.6.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504361.41;1122599.18
Gymnastique;Salle de gymnastique (001);COLLONGE-BELLERIVE;6616;;6616.6.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504361.41;1122599.18
Handball;Salle de gymnastique (001);COLLONGE-BELLERIVE;6616;;6616.6.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504361.41;1122599.18
Volley-ball;Salle de gymnastique (001);COLLONGE-BELLERIVE;6616;;6616.6.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504361.41;1122599.18
Basketball;Salle de gymnastique (002 et 003);COLLONGE-BELLERIVE;6616;;6616.6.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504389.41;1122582.18
Gymnastique;Salle de gymnastique (002 et 003);COLLONGE-BELLERIVE;6616;;6616.6.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504389.41;1122582.18
Handball;Salle de gymnastique (002 et 003);COLLONGE-BELLERIVE;6616;;6616.6.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504389.41;1122582.18
Tennis;Salle de gymnastique (002 et 003);COLLONGE-BELLERIVE;6616;;6616.6.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504389.41;1122582.18
Volley-ball;Salle de gymnastique (002 et 003);COLLONGE-BELLERIVE;6616;;6616.6.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504389.41;1122582.18
Athlétisme;Terrains extérieurs;COLLONGE-BELLERIVE;6616;;6616.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504451.41;1122572.18
Basketball;Terrains extérieurs;COLLONGE-BELLERIVE;6616;;6616.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-6.html;zone de sport;2504451.41;1122572.18
Basketball;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.7.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-7.html;salle;2504792.43;1122576.19
Escalade artificielle;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.7.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-7.html;salle;2504792.43;1122576.19
Gymnastique;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.7.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-7.html;salle;2504792.43;1122576.19
Basketball;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.8.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504683.42;1123169.21
Gymnastique;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.8.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504683.42;1123169.21
Handball;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.8.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504683.42;1123169.21
Tennis;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.8.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504683.42;1123169.21
Volley-ball;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.8.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504683.42;1123169.21
Judo;Salle de judo;COLLONGE-BELLERIVE;6616;;6616.8.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504672.42;1123161.21
Karaté;Salle de judo;COLLONGE-BELLERIVE;6616;;6616.8.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504672.42;1123161.21
Rythmique;Salle de rythmique;COLLONGE-BELLERIVE;6616;;6616.8.SA13;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504652.42;1123175.21
Basketball;Terrain de basketball;COLLONGE-BELLERIVE;6616;;6616.8.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-8.html;zone de sport;2504666.42;1123187.21
Basketball;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.9.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-9.html;zone de sport;2504830.42;1121741.21
Gymnastique;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.9.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-9.html;zone de sport;2504830.42;1121741.21
Volley-ball;Salle de gymnastique;COLLONGE-BELLERIVE;6616;;6616.9.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6616-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6616-9.html;zone de sport;2504830.42;1121741.21
Cyclisme;Piste cycliste;COLOGNY;6617;;6617.5.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-5.html;stade;2502511.44;1118061.17
Football;Terrain de football Frontenex A;COLOGNY;6617;;6617.5.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-5.html;stade;2502576.44;1118062.17
Football;Terrain de football Frontenex B;COLOGNY;6617;;6617.5.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-5.html;stade;2502609.44;1117994.17
Football;Terrain de football Frontenex C (Fourches);COLOGNY;6617;;6617.5.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-5.html;stade;2502712.45;1117802.17
Football;Terrain de football Frontenex D (Pré-Picot);COLOGNY;6617;;6617.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-5.html;stade;2502839.44;1117866.17
Modélisme;Terrain de modèles réduits (Fourches);COLOGNY;6617;;6617.5.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-5.html;stade;2502869.44;1117927.17
Badminton;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Basketball;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Escalade artificielle;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Football;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Gymnastique;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Handball;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Tchoukball;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Tennis;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Volley-ball;Salle de gymnastique;COLOGNY;6617;;6617.6.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502992.41;1118976.17
Arts Martiaux;Salle omnisports;COLOGNY;6617;;6617.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502988.41;1118975.17
Danse;Salle omnisports;COLOGNY;6617;;6617.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502988.41;1118975.17
Full Contact;Salle omnisports;COLOGNY;6617;;6617.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502988.41;1118975.17
Judo;Salle omnisports;COLOGNY;6617;;6617.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502988.41;1118975.17
Karaté;Salle omnisports;COLOGNY;6617;;6617.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502988.41;1118975.17
Tae-Kwon-Do;Salle omnisports;COLOGNY;6617;;6617.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-6.html;zone de sport;2502988.41;1118975.17
Tennis;Courts de tennis;COLOGNY;6617;;6617.7.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-7.html;centre sportif;2503313.43;1117941.17
Tennis;Courts de tennis;COLOGNY;6617;;6617.7.SA13;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-7.html;centre sportif;2503364.42;1117894.17
Fitness;Salle de fitness;COLOGNY;6617;;6617.7.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-7.html;centre sportif;2503304.43;1117893.17
Musculation;Salle de fitness;COLOGNY;6617;;6617.7.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-7.html;centre sportif;2503304.43;1117893.17
Squash;Squash;COLOGNY;6617;;6617.7.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-7.html;centre sportif;2503304.43;1117884.17
Badminton;Halle de sports;COLOGNY;6617;;6617.8.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-8.html;centre sportif;2503274.43;1117979.17
Billard;Halle de sports;COLOGNY;6617;;6617.8.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-8.html;centre sportif;2503274.43;1117979.17
Gymnastique;Halle de sports;COLOGNY;6617;;6617.8.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-8.html;centre sportif;2503274.43;1117979.17
Musculation;Halle de sports;COLOGNY;6617;;6617.8.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-8.html;centre sportif;2503274.43;1117979.17
Squash;Halle de sports;COLOGNY;6617;;6617.8.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-8.html;centre sportif;2503274.43;1117979.17
Tennis;Halle de sports;COLOGNY;6617;;6617.8.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-8.html;centre sportif;2503274.43;1117979.17
Tennis de table;Halle de sports;COLOGNY;6617;;6617.8.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6617-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6617-8.html;centre sportif;2503274.43;1117979.17
Athlétisme;Piste 100 mètres;CONFIGNON;6618;;6618.1.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-1.html;zone de sport;2495468.28;1114804.18
Basketball;Salle de gymnastique;CONFIGNON;6618;;6618.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-1.html;zone de sport;2495473.28;1114747.18
Gymnastique;Salle de gymnastique;CONFIGNON;6618;;6618.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-1.html;zone de sport;2495473.28;1114747.18
Handball;Salle de gymnastique;CONFIGNON;6618;;6618.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-1.html;zone de sport;2495473.28;1114747.18
Football;Terrain de football;CONFIGNON;6618;;6618.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-1.html;zone de sport;2495494.28;1114820.18
Basketball;Terrains extérieurs (1 tennis et 1 basketball);CONFIGNON;6618;;6618.1.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-1.html;zone de sport;2495524.28;1114782.18
Tennis;Terrains extérieurs (1 tennis et 1 basketball);CONFIGNON;6618;;6618.1.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-1.html;zone de sport;2495524.28;1114782.18
Basketball;Salle de gymnastique Vuillonnex 1;CONFIGNON;6618;;6618.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495209.28;1114964.18
Gymnastique;Salle de gymnastique Vuillonnex 1;CONFIGNON;6618;;6618.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495209.28;1114964.18
Handball;Salle de gymnastique Vuillonnex 1;CONFIGNON;6618;;6618.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495209.28;1114964.18
Tennis;Salle de gymnastique Vuillonnex 1;CONFIGNON;6618;;6618.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495209.28;1114964.18
Volley-ball;Salle de gymnastique Vuillonnex 1;CONFIGNON;6618;;6618.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495209.28;1114964.18
Badminton;Salles de gymnastique Vuillonnex 2 et 3;CONFIGNON;6618;;6618.2.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495192.28;1114951.18
Basketball;Salles de gymnastique Vuillonnex 2 et 3;CONFIGNON;6618;;6618.2.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495192.28;1114951.18
Gymnastique;Salles de gymnastique Vuillonnex 2 et 3;CONFIGNON;6618;;6618.2.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495192.28;1114951.18
Handball;Salles de gymnastique Vuillonnex 2 et 3;CONFIGNON;6618;;6618.2.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495192.28;1114951.18
Tennis;Salles de gymnastique Vuillonnex 2 et 3;CONFIGNON;6618;;6618.2.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495192.28;1114951.18
Volley-ball;Salles de gymnastique Vuillonnex 2 et 3;CONFIGNON;6618;;6618.2.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495192.28;1114951.18
Athlétisme;Terrain extérieur;CONFIGNON;6618;;6618.2.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495269.28;1114918.18
Basketball;Terrain extérieur;CONFIGNON;6618;;6618.2.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-2.html;zone de sport;2495269.28;1114918.18
Tennis;Courts de tennis;CONFIGNON;6618;;6618.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-3.html;court;2495344.28;1114908.18
Badminton;Salle de gymnastique;CONFIGNON;6618;;6618.4.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-4.html;salle;2495800.31;1115426.20
Basketball;Salle de gymnastique;CONFIGNON;6618;;6618.4.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-4.html;salle;2495800.31;1115426.20
Gymnastique;Salle de gymnastique;CONFIGNON;6618;;6618.4.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-4.html;salle;2495800.31;1115426.20
Handball;Salle de gymnastique;CONFIGNON;6618;;6618.4.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-4.html;salle;2495800.31;1115426.20
Tennis;Salle de gymnastique;CONFIGNON;6618;;6618.4.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-4.html;salle;2495800.31;1115426.20
Volley-ball;Salle de gymnastique;CONFIGNON;6618;;6618.4.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6618-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6618-4.html;salle;2495800.31;1115426.20
Badminton;Salle de gymnastique;CORSIER;6619;;6619.4.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-4.html;zone de sport;2506516.42;1124034.24
Basketball;Salle de gymnastique;CORSIER;6619;;6619.4.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-4.html;zone de sport;2506516.42;1124034.24
Gymnastique;Salle de gymnastique;CORSIER;6619;;6619.4.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-4.html;zone de sport;2506516.42;1124034.24
Handball;Salle de gymnastique;CORSIER;6619;;6619.4.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-4.html;zone de sport;2506516.42;1124034.24
Tennis;Salle de gymnastique;CORSIER;6619;;6619.4.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-4.html;zone de sport;2506516.42;1124034.24
Viet Vo Dao;Salle de gymnastique;CORSIER;6619;;6619.4.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-4.html;zone de sport;2506516.42;1124034.24
Volley-ball;Salle de gymnastique;CORSIER;6619;;6619.4.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-4.html;zone de sport;2506516.42;1124034.24
Pétanque;Terrains de pétanque;CORSIER;6619;;6619.4.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-4.html;zone de sport;2506446.42;1124043.24
Pétanque;Terrains de pétanque;CORSIER;6619;;6619.5.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-5.html;terrain;2506524.42;1124072.24
Tennis;Courts de tennis;CORSIER;6619;;6619.6.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-6.html;court;2506682.43;1123959.24
Tennis;Courts de tennis;CORSIER;6619;;6619.6.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6619-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6619-6.html;court;2506688.43;1123975.24
Basketball;Salle de gymnastique;DARDAGNY;6620;;6620.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-1.html;salle;2488820.27;1116337.18
Escalade artificielle;Salle de gymnastique;DARDAGNY;6620;;6620.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-1.html;salle;2488820.27;1116337.18
Football;Salle de gymnastique;DARDAGNY;6620;;6620.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-1.html;salle;2488820.27;1116337.18
Gymnastique;Salle de gymnastique;DARDAGNY;6620;;6620.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-1.html;salle;2488820.27;1116337.18
Handball;Salle de gymnastique;DARDAGNY;6620;;6620.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-1.html;salle;2488820.27;1116337.18
Tennis;Salle de gymnastique;DARDAGNY;6620;;6620.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-1.html;salle;2488820.27;1116337.18
