SPORT;TYPE;COMMUNE;NCOM;CAID_INS;CODE;LIEN_FICHE_DESCRIPTIVE;LIEN_PHOTOS;CATEGORIE;E;N
Volley-ball;Salle de gymnastique;DARDAGNY;6620;;6620.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-1.html;salle;2488820.27;1116337.18
Football;Terrain de football;DARDAGNY;6620;;6620.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-2.html;stade;2489635.27;1115786.16
Football;Terrain de football d'entraînement;DARDAGNY;6620;;6620.2.SA7;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-2.html;stade;2489652.27;1115674.16
Football;Terrain de football Donzelle 1;DARDAGNY;6620;;6620.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-2.html;stade;2489608.26;1115724.16
Tennis;Courts de tennis;DARDAGNY;6620;;6620.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-3.html;court;2488865.27;1116280.18
Pétanque;Terrains de pétanque;DARDAGNY;6620;;6620.4.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-4.html;terrain;2488887.27;1116295.18
Judo;Local de judo;DARDAGNY;6620;;6620.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-5.html;salle;2488775.27;1116335.18
Ju-Jitsu;Local de judo;DARDAGNY;6620;;6620.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-5.html;salle;2488775.27;1116335.18
Karaté;Local de judo;DARDAGNY;6620;;6620.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6620-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6620-5.html;salle;2488775.27;1116335.18
Basketball;Salle de gymnastique;GENEVE;6621;;6621.10.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-10.html;zone de sport;2502032.45;1117450.16
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.10.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-10.html;zone de sport;2502032.45;1117450.16
Handball;Salle de gymnastique;GENEVE;6621;;6621.10.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-10.html;zone de sport;2502032.45;1117450.16
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.10.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-10.html;zone de sport;2502032.45;1117450.16
Basketball;Salle de gymnastique;GENEVE;6621;;6621.11.SA21;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-11.html;zone de sport;2498715.46;1118102.21
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.11.SA21;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-11.html;zone de sport;2498715.46;1118102.21
Handball;Salle de gymnastique;GENEVE;6621;;6621.11.SA21;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-11.html;zone de sport;2498715.46;1118102.21
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.11.SA21;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-11.html;zone de sport;2498715.46;1118102.21
Basketball;Salles de gymnastique;GENEVE;6621;;6621.12.SA22;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-12.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-12.html;zone de sport;2501063.47;1115799.22
Gymnastique;Salles de gymnastique;GENEVE;6621;;6621.12.SA22;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-12.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-12.html;zone de sport;2501063.47;1115799.22
Handball;Salles de gymnastique;GENEVE;6621;;6621.12.SA22;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-12.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-12.html;zone de sport;2501063.47;1115799.22
Volley-ball;Salles de gymnastique;GENEVE;6621;;6621.12.SA22;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-12.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-12.html;zone de sport;2501063.47;1115799.22
Basketball;Salle de gymnastique;GENEVE;6621;;6621.13.SA23;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-13.html;zone de sport;2499755.50;1118825.16
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.13.SA23;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-13.html;zone de sport;2499755.50;1118825.16
Basketball;Salle de gymnastique;GENEVE;6621;;6621.14.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-14.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-14.html;zone de sport;2499557.51;1117973.17
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.14.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-14.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-14.html;zone de sport;2499557.51;1117973.17
Handball;Salle de gymnastique;GENEVE;6621;;6621.14.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-14.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-14.html;zone de sport;2499557.51;1117973.17
Tennis;Salle de gymnastique;GENEVE;6621;;6621.14.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-14.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-14.html;zone de sport;2499557.51;1117973.17
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.14.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-14.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-14.html;zone de sport;2499557.51;1117973.17
Basketball;Salle de gymnastique;GENEVE;6621;;6621.15.SA25;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-15.html;zone de sport;2501348.42;1117857.16
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.15.SA25;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-15.html;zone de sport;2501348.42;1117857.16
Handball;Salle de gymnastique;GENEVE;6621;;6621.15.SA25;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-15.html;zone de sport;2501348.42;1117857.16
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.15.SA25;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-15.html;zone de sport;2501348.42;1117857.16
Judo;Salle de judo;GENEVE;6621;;6621.15.SA59;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-15.html;zone de sport;2501378.42;1117814.16
Basketball;Salle de gymnastique;GENEVE;6621;;6621.16.SA26;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-16.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-16.html;salle;2499790.48;1118274.14
Escalade artificielle;Salle de gymnastique;GENEVE;6621;;6621.16.SA26;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-16.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-16.html;salle;2499790.48;1118274.14
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.16.SA26;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-16.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-16.html;salle;2499790.48;1118274.14
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.16.SA26;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-16.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-16.html;salle;2499790.48;1118274.14
Basketball;Salle de gymnastique;GENEVE;6621;;6621.17.SA27;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-17.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-17.html;zone de sport;2500741.47;1117419.18
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.17.SA27;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-17.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-17.html;zone de sport;2500741.47;1117419.18
Basketball;Salle de gymnastique I;GENEVE;6621;;6621.18.SA28;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-18.html;zone de sport;2498858.46;1120036.15
Gymnastique;Salle de gymnastique I;GENEVE;6621;;6621.18.SA28;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-18.html;zone de sport;2498858.46;1120036.15
Handball;Salle de gymnastique I;GENEVE;6621;;6621.18.SA28;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-18.html;zone de sport;2498858.46;1120036.15
Volley-ball;Salle de gymnastique I;GENEVE;6621;;6621.18.SA28;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-18.html;zone de sport;2498858.46;1120036.15
Basketball;Salle de gymnastique II;GENEVE;6621;;6621.18.SA29;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-18.html;zone de sport;2498895.46;1120065.14
Gymnastique;Salle de gymnastique II;GENEVE;6621;;6621.18.SA29;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-18.html;zone de sport;2498895.46;1120065.14
Volley-ball;Salle de gymnastique II;GENEVE;6621;;6621.18.SA29;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-18.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-18.html;zone de sport;2498895.46;1120065.14
Basketball;Salle de gymnastique;GENEVE;6621;;6621.19.SA30;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-19.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-19.html;zone de sport;2498146.39;1118947.21
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.19.SA30;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-19.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-19.html;zone de sport;2498146.39;1118947.21
Handball;Salle de gymnastique;GENEVE;6621;;6621.19.SA30;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-19.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-19.html;zone de sport;2498146.39;1118947.21
Tennis;Salle de gymnastique;GENEVE;6621;;6621.19.SA30;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-19.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-19.html;zone de sport;2498146.39;1118947.21
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.19.SA30;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-19.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-19.html;zone de sport;2498146.39;1118947.21
Basketball;Salle de gymnastique I;GENEVE;6621;;6621.20.SA31;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-20.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-20.html;zone de sport;2499068.48;1118507.19
Gymnastique;Salle de gymnastique I;GENEVE;6621;;6621.20.SA31;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-20.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-20.html;zone de sport;2499068.48;1118507.19
Handball;Salle de gymnastique I;GENEVE;6621;;6621.20.SA31;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-20.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-20.html;zone de sport;2499068.48;1118507.19
Volley-ball;Salle de gymnastique I;GENEVE;6621;;6621.20.SA31;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-20.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-20.html;zone de sport;2499068.48;1118507.19
Basketball;Salle de gymnastique II;GENEVE;6621;;6621.20.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-20.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-20.html;zone de sport;2499082.48;1118520.19
Gymnastique;Salle de gymnastique II;GENEVE;6621;;6621.20.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-20.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-20.html;zone de sport;2499082.48;1118520.19
Handball;Salle de gymnastique II;GENEVE;6621;;6621.20.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-20.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-20.html;zone de sport;2499082.48;1118520.19
Volley-ball;Salle de gymnastique II;GENEVE;6621;;6621.20.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-20.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-20.html;zone de sport;2499082.48;1118520.19
Basketball;Salle de gymnastique;GENEVE;6621;;6621.21.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-21.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-21.html;zone de sport;2499480.51;1118723.18
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.21.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-21.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-21.html;zone de sport;2499480.51;1118723.18
Handball;Salle de gymnastique;GENEVE;6621;;6621.21.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-21.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-21.html;zone de sport;2499480.51;1118723.18
Tennis;Salle de gymnastique;GENEVE;6621;;6621.21.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-21.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-21.html;zone de sport;2499480.51;1118723.18
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.21.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-21.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-21.html;zone de sport;2499480.51;1118723.18
Judo;Salle de judo;GENEVE;6621;;6621.21.SA60;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-21.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-21.html;zone de sport;2499478.51;1118705.17
Basketball;Salle de gymnastique I;GENEVE;6621;;6621.22.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499834.50;1116588.17
Handball;Salle de gymnastique I;GENEVE;6621;;6621.22.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499834.50;1116588.17
Tennis;Salle de gymnastique I;GENEVE;6621;;6621.22.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499834.50;1116588.17
Volley-ball;Salle de gymnastique I;GENEVE;6621;;6621.22.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499834.50;1116588.17
Basketball;Salle de gymnastique II;GENEVE;6621;;6621.22.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499845.50;1116591.18
Gymnastique;Salle de gymnastique II;GENEVE;6621;;6621.22.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499845.50;1116591.18
Handball;Salle de gymnastique II;GENEVE;6621;;6621.22.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499845.50;1116591.18
Tennis;Salle de gymnastique II;GENEVE;6621;;6621.22.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499845.50;1116591.18
Volley-ball;Salle de gymnastique II;GENEVE;6621;;6621.22.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-22.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-22.html;zone de sport;2499845.50;1116591.18
Basketball;Salle de gymnastique;GENEVE;6621;;6621.23.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-23.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-23.html;zone de sport;2501913.46;1116720.19
Gymnastique;Salle de gymnastique;GENEVE;6621;;6621.23.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-23.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-23.html;zone de sport;2501913.46;1116720.19
Handball;Salle de gymnastique;GENEVE;6621;;6621.23.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-23.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-23.html;zone de sport;2501913.46;1116720.19
Tennis;Salle de gymnastique;GENEVE;6621;;6621.23.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-23.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-23.html;zone de sport;2501913.46;1116720.19
Volley-ball;Salle de gymnastique;GENEVE;6621;;6621.23.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-23.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-23.html;zone de sport;2501913.46;1116720.19
Judo;Salle de judo;GENEVE;6621;;6621.23.SA61;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-23.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-23.html;zone de sport;2501915.46;1116762.19
Boxe;Salle de boxe;GENEVE;6621;;6621.24.SA146;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-24.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-24.html;zone de sport;2499452.51;1117416.16
Basketball;Salle de gymnastique I;GENEVE;6621;;6621.24.SA37;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6621-24.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6621-24.html;zone de sport;2499493.51;1117423.16
